t_s,pivc_mmhg,psvc_mmhg,prpa_mmhg,qrpa_ml_per_s,plpa_mmhg,qlpa_ml_per_s
0.219,9.349883747093676,9.5414385359634,9.276906922673067,29.049,8.377484437110928,16.8577
0.22,9.347933698342457,9.541213530338258,9.276756918922972,29.048000000000002,8.377709442736068,16.8589
0.221,9.346133653341331,9.540538513462835,9.276756918922972,29.048000000000002,8.378009450236254,16.860100000000003
0.222,9.344408610215256,9.539413485337134,9.276906922673067,29.0489,8.378309457736442,16.8613
0.223,9.34283357083927,9.537688442211055,9.277206930173254,29.0507,8.378609465236629,16.8627
0.224,9.341333533338332,9.535438385959647,9.277656941423535,29.0534,8.378984474611865,16.8643
0.225,9.340133503337583,9.532663316582914,9.27825695642391,29.0568,8.379434485862147,16.866
0.226,9.339083477086927,9.529213230330758,9.278931973299333,29.0608,8.379884497112426,16.868
0.227,9.33825845646141,9.525238130953273,9.279756993924847,29.0653,8.380409510237754,16.8702
0.228,9.337733443336083,9.520588014700367,9.280582014550363,29.07,8.381009525238131,16.8726
0.229,9.33758343958599,9.515337883447085,9.281332033300831,29.0747,8.381609540238506,16.8753
0.23,9.337733443336083,9.509412735318383,9.282157053926346,29.0793,8.382359558988973,16.8782
0.231,9.33825845646141,9.50296257406435,9.282832070801769,29.0833,8.383109577739443,16.8812
0.232,9.33923348083702,9.495837395934897,9.283432085802144,29.0865,8.383859596489911,16.8843
0.233,9.340583514587864,9.48811220280507,9.283732093302332,29.088700000000003,8.38460961524038,16.8875
0.234,9.342383559588988,9.479861996549912,9.283882097052425,29.0894,8.385434635865895,16.8906
0.23500000000000001,9.344633615840396,9.47101177529438,9.283732093302332,29.0885,8.386184654616365,16.8936
0.23600000000000002,9.347333683342082,9.461786544663616,9.28328208205205,29.0857,8.386859671491786,16.8964
0.23700000000000002,9.350483762094052,9.452036300907523,9.282382059551487,29.0807,8.38745968649216,16.8988
0.23800000000000002,9.354008850221255,9.441911047776195,9.281107027675692,29.073300000000003,8.387984699617489,16.9008
0.23900000000000002,9.35798394959874,9.431560789019725,9.279381984549612,29.0633,8.388359708992725,16.9023
0.24,9.362334058351458,9.420910522763068,9.277206930173254,29.0506,8.388584714617865,16.903200000000002
0.241,9.366984174604365,9.410110252756319,9.274581864546612,29.0351,8.388584714617865,16.9033
0.242,9.372009300232504,9.399234980874521,9.271356783919598,29.0168,8.388434710867772,16.9025
0.243,9.377259431485786,9.388359708992724,9.267756693917347,28.9956,8.388059701492537,16.9009
0.244,9.382659566489162,9.377634440861021,9.263631590789768,28.9717,8.38745968649216,16.8982
0.245,9.388134703367584,9.367134178354458,9.25905647641191,28.9452,8.3865596639916,16.894499999999997
0.246,9.393684842121052,9.357008925223129,9.254106352658814,28.9162,8.385359633990848,16.889699999999998
0.247,9.399234980874521,9.34718367959199,9.24870621765544,28.885099999999998,8.383934598364958,16.8838
0.248,9.404635115877896,9.337958448961222,9.243081077026925,28.8522,8.38220955523888,16.8768
0.249,9.409885247131177,9.32940823520588,9.23715592889822,28.8177,8.380259506487661,16.8687
0.25,9.414835370884271,9.321533038325956,9.231005775144377,28.7821,8.378009450236254,16.8595
0.251,9.419410485262132,9.314482862071552,9.224780619515487,28.7459,8.375459386484662,16.8492
0.252,9.42353558838971,9.308332708317707,9.218555463886595,28.7095,8.372759318982974,16.8381
0.253,9.427210680267006,9.303157578939473,9.212330308257705,28.6735,8.369834245856145,16.8261
0.254,9.430210755268881,9.29910747768694,9.206255156378909,28.6383,8.366684167104177,16.8134
0.255,9.432610815270381,9.296182404560113,9.2004800120003,28.6045,8.36345908647716,16.800099999999997
0.256,9.434260856521412,9.294382359558988,9.195004875121878,28.5725,8.360084002100052,16.7864
0.257,9.435160879021975,9.293782344558613,9.189904747618689,28.543,8.356633915847896,16.772399999999998
0.258,9.435235880897022,9.294457361434036,9.18532963324083,28.5164,8.35318382959574,16.7583
0.259,9.434485862146554,9.296332408310207,9.181354533863347,28.4932,8.349733743343583,16.744300000000003
0.26,9.432985824645616,9.299482487062177,9.177979449486237,28.4737,8.346358658966473,16.7305
0.261,9.430585764644116,9.303757593939848,9.175354383859595,28.458399999999997,8.343058576464411,16.7172
0.262,9.427285682142053,9.30923273081827,9.173479336983423,28.447599999999998,8.33998349958749,16.7045
