time_s,upper_body_arterial_pressure_mmHg,upper_body_venous_pressure_mmHg,lower_body_arterial_pressure_mmHg,lower_body_venous_pressure_mmHg
13.598,37.207838,8.240026,41.72857,32.79161
13.599,37.201654,8.240144,41.719817,32.785939
13.6,37.195467,8.240262,41.711064,32.78026
13.601,37.189275,8.24038,41.702312,32.774574
13.602,37.183078,8.240497,41.693559,32.76888
13.603,37.176873,8.240613,41.684805,32.763179
13.604,37.17066,8.240729,41.676051,32.757471
13.605,37.164437,8.240845,41.667296,32.751756
13.606,37.158202,8.24096,41.658539,32.746033
13.607,37.151954,8.241075,41.64978,32.740304
13.608,37.145688,8.241189,41.641018,32.734568
13.609,37.139405,8.241303,41.632253,32.728824
13.61,37.133101,8.241416,41.623485,32.723074
13.611,37.126775,8.241529,41.61471,32.717317
13.612,37.120423,8.241642,41.60593,32.711554
13.613,37.114044,8.241754,41.597142,32.705784
13.614,37.107635,8.241866,41.588344,32.700007
13.615,37.101194,8.241977,41.579535,32.694223
13.616,37.09472,8.242088,41.570712,32.688433
13.617,37.088211,8.242198,41.561874,32.682635
13.618,37.081665,8.242308,41.553017,32.676831
13.619,37.075081,8.242417,41.544138,32.67102
13.62,37.068459,8.242526,41.535234,32.665202
13.621,37.061798,8.242635,41.526303,32.659377
13.622,37.055098,8.242743,41.517341,32.653545
13.623,37.048361,8.242851,41.508344,32.647705
13.624,37.041586,8.242958,41.499308,32.641857
13.625,37.034775,8.243065,41.490232,32.636001
13.626,37.027931,8.243171,41.481111,32.630136
13.627,37.021055,8.243277,41.471944,32.624263
13.628,37.014151,8.243382,41.462726,32.618381
13.629,37.007221,8.243487,41.453456,32.61249
13.63,37.000271,8.243592,41.444132,32.606589
13.631,36.993302,8.243696,41.434754,32.600678
13.632,36.986321,8.243799,41.425319,32.594756
13.633,36.979331,8.243902,41.41583,32.588824
13.634,36.972336,8.244005,41.406286,32.58288
13.635,36.965343,8.244107,41.396689,32.576925
13.636,36.958356,8.244209,41.387041,32.570958
13.637,36.951379,8.244311,41.377346,32.564979
13.638,36.944417,8.244411,41.367606,32.558988
13.639,36.937474,8.244512,41.357828,32.552984
13.64,36.930556,8.244612,41.348015,32.546967
13.641,36.923665,8.244712,41.338174,32.540937
13.642,36.916805,8.244811,41.328311,32.534894
13.643,36.90998,8.24491,41.318433,32.528838
13.644,36.903192,8.245008,41.308547,32.522769
13.645,36.896444,8.245106,41.29866,32.516688
13.646,36.889737,8.245203,41.288781,32.510593
13.647,36.883072,8.2453,41.278915,32.504487
13.648,36.876451,8.245397,41.269072,32.498368
13.649,36.869873,8.245493,41.259258,32.492237
13.65,36.863339,8.245589,41.24948,32.486096
13.651,36.856849,8.245685,41.239743,32.479943
13.652,36.8504,8.24578,41.230055,32.47378
13.653,36.843992,8.245874,41.220419,32.467608
13.654,36.837625,8.245968,41.210841,32.461427
13.655,36.831295,8.246062,41.201323,32.455237
13.656,36.825001,8.246156,41.191869,32.44904
13.657,36.818742,8.246249,41.18248,32.442835
13.658,36.812516,8.246341,41.173158,32.436624
13.659,36.80632,8.246434,41.163902,32.430408
13.66,36.800153,8.246525,41.154712,32.424186
13.661,36.794014,8.246617,41.145587,32.41796
13.662,36.7879,8.246708,41.136524,32.411731
13.663,36.78181,8.246799,41.127522,32.405498
13.664,36.775744,8.246889,41.118577,32.399263
13.665,36.769699,8.246979,41.109687,32.393026
13.666,36.763676,8.247068,41.100847,32.386787
13.667,36.757674,8.247158,41.092055,32.380547
13.668,36.751691,8.247246,41.083307,32.374307
13.669,36.745729,8.247335,41.074599,32.368066
13.67,36.739786,8.247423,41.065929,32.361825
13.671,36.733862,8.24751,41.057293,32.355585
13.672,36.727958,8.247598,41.048689,32.349346
13.673,36.722074,8.247685,41.040115,32.343107
13.674,36.716208,8.247771,41.031569,32.33687
13.675,36.710362,8.247857,41.023051,32.330634
13.676,36.704535,8.247943,41.014558,32.3244
13.677,36.698726,8.248028,41.006092,32.318168
13.678,36.692935,8.248114,40.997652,32.311937
13.679,36.687162,8.248198,40.98924,32.30571
13.68,36.681405,8.248282,40.980854,32.299484
13.681,36.675663,8.248366,40.972498,32.293262
13.682,36.669936,8.24845,40.964172,32.287042
13.683,36.664222,8.248533,40.955877,32.280825
13.684,36.65852,8.248616,40.947615,32.274612
13.685,36.652828,8.248698,40.939387,32.268403
13.686,36.647143,8.24878,40.931195,32.262198
13.687,36.641466,8.248862,40.923038,32.255997
13.688,36.635794,8.248943,40.914917,32.2498
13.689,36.630125,8.249024,40.906832,32.243608
13.69,36.624458,8.249105,40.898783,32.237422
13.691,36.618791,8.249185,40.890769,32.23124
13.692,36.613124,8.249265,40.882789,32.225064
13.693,36.607456,8.249344,40.87484,32.218894
13.694,36.601785,8.249423,40.866921,32.21273
13.695,36.596112,8.249502,40.859029,32.206572
13.696,36.590437,8.24958,40.851161,32.20042
13.697,36.584758,8.249658,40.843314,32.194275
13.698,36.579078,8.249736,40.835485,32.188136
13.699,36.573397,8.249813,40.827669,32.182004
13.7,36.567715,8.249889,40.819865,32.175878
13.701,36.562034,8.249966,40.812069,32.169759
13.702,36.556356,8.250042,40.804278,32.163647
13.703,36.550681,8.250117,40.796489,32.157541
13.704,36.545012,8.250193,40.7887,32.151442
13.705,36.53935,8.250267,40.78091,32.145349
13.706,36.533697,8.250342,40.773118,32.139262
13.707,36.528053,8.250416,40.765322,32.133182
13.708,36.52242,8.250489,40.757523,32.127107
13.709,36.516799,8.250563,40.749721,32.121039
13.71,36.51119,8.250636,40.741918,32.114976
13.711,36.505593,8.250708,40.734116,32.108919
13.712,36.500008,8.25078,40.726316,32.102868
13.713,36.494434,8.250852,40.718522,32.096823
13.714,36.488869,8.250923,40.710735,32.090783
13.715,36.483311,8.250994,40.70296,32.084749
13.716,36.477759,8.251064,40.695199,32.078721
13.717,36.472208,8.251134,40.687454,32.072699
13.718,36.466656,8.251204,40.67973,32.066682
13.719,36.461097,8.251273,40.672029,32.060672
13.72,36.455529,8.251342,40.664352,32.054668
13.721,36.449946,8.251411,40.6567,32.04867
13.722,36.444343,8.251479,40.649074,32.042679
13.723,36.438715,8.251547,40.641475,32.036694
13.724,36.433056,8.251614,40.6339,32.030716
13.725,36.427362,8.251681,40.626348,32.024745
13.726,36.421627,8.251747,40.618815,32.018781
13.727,36.415846,8.251814,40.611298,32.012825
13.728,36.410014,8.251879,40.603791,32.006875
13.729,36.404128,8.251945,40.596288,32.000933
13.73,36.398182,8.252009,40.588783,31.994997
13.731,36.392175,8.252074,40.581268,31.989069
13.732,36.386102,8.252138,40.573735,31.983147
13.733,36.379962,8.252202,40.566175,31.977231
13.734,36.373753,8.252265,40.55858,31.971322
13.735,36.367474,8.252328,40.550941,31.965418
13.736,36.361124,8.25239,40.543248,31.95952
13.737,36.354705,8.252452,40.535494,31.953626
13.738,36.348216,8.252514,40.527669,31.947736
13.739,36.341659,8.252575,40.519767,31.941849
13.74,36.335036,8.252636,40.51178,31.935964
13.741,36.328349,8.252696,40.503702,31.930081
13.742,36.321602,8.252756,40.495527,31.924198
13.743,36.314797,8.252815,40.487253,31.918316
13.744,36.307937,8.252874,40.478875,31.912432
13.745,36.301025,8.252933,40.470391,31.906546
13.746,36.294066,8.252991,40.461802,31.900657
13.747,36.287062,8.253049,40.453106,31.894764
13.748,36.280017,8.253106,40.444306,31.888867
13.749,36.272934,8.253163,40.435405,31.882963
13.75,36.265816,8.25322,40.426405,31.877053
13.751,36.258665,8.253276,40.417311,31.871136
13.752,36.251485,8.253331,40.408127,31.86521
13.753,36.244277,8.253387,40.398861,31.859276
13.754,36.237043,8.253441,40.389516,31.853333
13.755,36.229785,8.253496,40.380099,31.847379
13.756,36.222504,8.25355,40.370618,31.841415
13.757,36.215202,8.253603,40.361077,31.83544
13.758,36.20788,8.253656,40.351482,31.829454
13.759,36.200539,8.253709,40.34184,31.823456
13.76,36.193179,8.253761,40.332155,31.817447
13.761,36.185802,8.253813,40.322432,31.811425
13.762,36.178409,8.253864,40.312675,31.805391
13.763,36.171001,8.253915,40.302886,31.799345
13.764,36.16358,8.253966,40.293069,31.793286
13.765,36.156149,8.254016,40.283225,31.787214
13.766,36.148708,8.254066,40.273356,31.78113
13.767,36.141262,8.254115,40.263461,31.775033
13.768,36.133813,8.254164,40.253542,31.768923
13.769,36.126364,8.254212,40.243598,31.7628
13.77,36.118921,8.25426,40.233628,31.756665
13.771,36.111487,8.254308,40.223632,31.750516
13.772,36.104068,8.254355,40.213609,31.744354
13.773,36.096668,8.254402,40.20356,31.738179
13.774,36.089294,8.254449,40.193485,31.73199
13.775,36.081952,8.254495,40.183383,31.725788
13.776,36.074647,8.25454,40.173257,31.719573
13.777,36.067387,8.254586,40.163109,31.713344
13.778,36.060177,8.25463,40.152941,31.707102
13.779,36.053023,8.254675,40.142757,31.700846
13.78,36.045932,8.254719,40.132563,31.694577
13.781,36.03891,8.254762,40.122364,31.688294
13.782,36.031962,8.254806,40.112166,31.681998
13.783,36.025093,8.254849,40.101978,31.675689
13.784,36.018308,8.254891,40.091809,31.669368
13.785,36.011612,8.254933,40.081667,31.663033
13.786,36.005008,8.254975,40.071563,31.656687
13.787,35.998499,8.255016,40.061507,31.65033
13.788,35.992088,8.255057,40.051511,31.643962
13.789,35.985778,8.255098,40.041584,31.637584
13.79,35.97957,8.255138,40.031738,31.631196
13.791,35.973466,8.255178,40.021984,31.6248
13.792,35.967466,8.255218,40.012332,31.618397
13.793,35.961573,8.255257,40.002791,31.611987
13.794,35.955786,8.255296,39.99337,31.605573
13.795,35.950108,8.255334,39.984078,31.599154
13.796,35.944539,8.255372,39.974921,31.592732
13.797,35.939081,8.25541,39.965905,31.586309
13.798,35.933737,8.255448,39.957036,31.579886
13.799,35.928508,8.255485,39.948316,31.573464
13.8,35.9234,8.255522,39.939749,31.567045
13.801,35.918415,8.255558,39.931337,31.560629
13.802,35.913559,8.255594,39.92308,31.554219
13.803,35.90884,8.25563,39.914979,31.547815
13.804,35.904263,8.255666,39.907035,31.541419
13.805,35.899839,8.255701,39.899247,31.535033
13.806,35.895576,8.255736,39.891615,31.528657
13.807,35.891485,8.25577,39.88414,31.522293
13.808,35.88758,8.255804,39.876822,31.515942
13.809,35.883871,8.255838,39.869663,31.509605
13.81,35.880375,8.255872,39.862666,31.503284
13.811,35.877105,8.255905,39.855836,31.49698
13.812,35.874077,8.255938,39.849177,31.490694
13.813,35.871308,8.255971,39.842699,31.484428
13.814,35.868814,8.256004,39.83641,31.478183
13.815,35.86661,8.256036,39.830322,31.471961
13.816,35.864716,8.256068,39.824448,31.465762
13.817,35.863146,8.2561,39.818805,31.45959
13.818,35.861916,8.256131,39.81341,31.453445
13.819,35.861043,8.256162,39.808284,31.44733
13.82,35.860541,8.256193,39.803448,31.441247
13.821,35.860423,8.256224,39.798926,31.435198
13.822,35.860703,8.256255,39.794743,31.429186
13.823,35.86139,8.256285,39.790925,31.423213
13.824,35.862496,8.256316,39.7875,31.417283
13.825,35.864029,8.256346,39.784495,31.411399
13.826,35.865994,8.256376,39.781939,31.405563
13.827,35.868398,8.256406,39.779858,31.39978
13.828,35.871244,8.256435,39.77828,31.394054
13.829,35.874535,8.256465,39.777232,31.388388
13.83,35.878269,8.256495,39.776737,31.382786
13.831,35.882447,8.256524,39.776818,31.377253
13.832,35.887066,8.256553,39.777497,31.371794
13.833,35.892122,8.256583,39.778792,31.366412
13.834,35.897612,8.256612,39.780717,31.361113
13.835,35.903528,8.256641,39.783287,31.355901
13.836,35.909865,8.25667,39.786511,31.350782
13.837,35.916615,8.2567,39.790395,31.34576
13.838,35.92377,8.256729,39.794946,31.340839
13.839,35.931323,8.256758,39.800162,31.336025
13.84,35.939264,8.256788,39.806044,31.331322
13.841,35.947586,8.256817,39.812588,31.326735
13.842,35.956279,8.256846,39.819786,31.322269
13.843,35.965335,8.256876,39.827631,31.317928
13.844,35.974746,8.256905,39.836113,31.313715
13.845,35.984504,8.256935,39.845221,31.309636
13.846,35.9946,8.256965,39.854941,31.305695
13.847,36.005027,8.256995,39.865262,31.301894
13.848,36.015778,8.257025,39.876168,31.298238
13.849,36.026845,8.257055,39.887646,31.29473
13.85,36.038224,8.257085,39.899682,31.291374
13.851,36.049907,8.257116,39.912262,31.288171
13.852,36.061888,8.257146,39.925373,31.285127
13.853,36.074162,8.257177,39.939002,31.282242
13.854,36.086723,8.257208,39.953136,31.279521
13.855,36.099567,8.257239,39.967764,31.276965
13.856,36.112687,8.257271,39.982876,31.274576
13.857,36.12608,8.257303,39.998462,31.272358
13.858,36.13974,8.257334,40.014513,31.270312
13.859,36.153661,8.257367,40.03102,31.26844
13.86,36.16784,8.257399,40.047976,31.266744
13.861,36.182272,8.257432,40.065373,31.265226
13.862,36.19695,8.257465,40.083206,31.263888
13.863,36.211869,8.257498,40.101466,31.262731
13.864,36.227026,8.257532,40.120149,31.261757
13.865,36.242413,8.257566,40.139247,31.260967
13.866,36.258026,8.2576,40.158754,31.260364
13.867,36.273859,8.257635,40.178665,31.259947
13.868,36.289907,8.25767,40.198971,31.25972
13.869,36.306164,8.257705,40.219666,31.259682
13.87,36.322623,8.257741,40.240743,31.259835
13.871,36.339281,8.257777,40.262194,31.26018
13.872,36.356131,8.257814,40.28401,31.260717
13.873,36.373167,8.257851,40.306182,31.261449
13.874,36.390385,8.257889,40.328702,31.262375
13.875,36.407779,8.257926,40.35156,31.263496
13.876,36.425344,8.257965,40.374746,31.264813
13.877,36.443075,8.258004,40.39825,31.266326
13.878,36.460967,8.258043,40.422062,31.268036
13.879,36.479015,8.258083,40.446172,31.269943
13.88,36.497215,8.258123,40.470569,31.272047
13.881,36.515562,8.258164,40.495244,31.274348
13.882,36.534053,8.258206,40.520186,31.276846
13.883,36.552681,8.258248,40.545385,31.279541
13.884,36.571444,8.25829,40.570832,31.282434
13.885,36.590337,8.258333,40.596518,31.285523
13.886,36.609356,8.258377,40.622433,31.288808
13.887,36.628496,8.258421,40.648569,31.292289
13.888,36.647754,8.258466,40.674919,31.295966
13.889,36.667125,8.258512,40.701473,31.299837
13.89,36.686604,8.258558,40.728226,31.303903
13.891,36.706187,8.258605,40.755169,31.308162
13.892,36.72587,8.258652,40.782296,31.312614
13.893,36.745648,8.258701,40.8096,31.317258
13.894,36.765516,8.258749,40.837076,31.322093
13.895,36.785469,8.258799,40.864716,31.327119
13.896,36.805502,8.258849,40.892516,31.332334
13.897,36.825611,8.2589,40.920468,31.337737
13.898,36.845791,8.258952,40.948568,31.343328
13.899,36.866036,8.259005,40.976809,31.349105
13.9,36.886342,8.259058,41.005185,31.355067
13.901,36.906704,8.259112,41.033689,31.361214
13.902,36.927118,8.259167,41.062315,31.367543
13.903,36.947578,8.259222,41.091057,31.374054
13.904,36.968081,8.259279,41.119908,31.380746
13.905,36.988623,8.259336,41.148861,31.387616
13.906,37.0092,8.259394,41.177908,31.394665
13.907,37.029809,8.259453,41.207043,31.401889
13.908,37.050446,8.259512,41.236258,31.409289
13.909,37.071108,8.259573,41.265547,31.416861
13.91,37.091795,8.259634,41.294901,31.424606
13.911,37.112502,8.259697,41.324314,31.432521
13.912,37.133229,8.25976,41.353779,31.440604
13.913,37.153974,8.259824,41.383289,31.448854
13.914,37.174737,8.259889,41.412839,31.457269
13.915,37.195515,8.259955,41.442422,31.465847
13.916,37.216309,8.260022,41.472032,31.474587
13.917,37.237117,8.260089,41.501666,31.483487
13.918,37.257941,8.260158,41.531318,31.492544
13.919,37.278778,8.260227,41.560984,31.501758
13.92,37.299629,8.260298,41.590662,31.511125
13.921,37.320494,8.260369,41.620348,31.520645
13.922,37.341372,8.260442,41.650041,31.530315
13.923,37.362263,8.260515,41.679739,31.540134
13.924,37.383166,8.26059,41.709441,31.5501
13.925,37.404079,8.260665,41.739146,31.56021
13.926,37.425003,8.260741,41.768853,31.570464
13.927,37.445935,8.260819,41.798563,31.580858
13.928,37.466875,8.260897,41.828275,31.591393
13.929,37.487819,8.260976,41.857991,31.602065
13.93,37.508767,8.261057,41.88771,31.612873
13.931,37.529715,8.261138,41.917433,31.623815
13.932,37.550661,8.26122,41.947159,31.63489
13.933,37.571602,8.261304,41.976888,31.646096
13.934,37.592536,8.261388,42.006621,31.657431
13.935,37.613458,8.261474,42.036356,31.668894
13.936,37.634367,8.26156,42.066093,31.680483
13.937,37.655259,8.261648,42.095829,31.692197
13.938,37.676131,8.261736,42.125562,31.704033
13.939,37.696979,8.261826,42.15529,31.715991
13.94,37.717801,8.261916,42.18501,31.728068
13.941,37.738594,8.262008,42.214718,31.740264
13.942,37.759355,8.262101,42.244411,31.752576
13.943,37.780081,8.262194,42.274083,31.765003
13.944,37.80077,8.262289,42.303732,31.777543
13.945,37.821421,8.262385,42.333351,31.790195
13.946,37.842031,8.262482,42.362936,31.802956
13.947,37.862599,8.26258,42.392483,31.815825
13.948,37.883123,8.262679,42.421985,31.828801
13.949,37.903602,8.262779,42.451438,31.841881
13.95,37.924036,8.26288,42.480838,31.855064
13.951,37.944423,8.262982,42.51018,31.868348
13.952,37.964762,8.263085,42.53946,31.881731
13.953,37.985053,8.263189,42.568674,31.895212
13.954,38.005296,8.263294,42.597818,31.908787
13.955,38.025489,8.2634,42.626891,31.922456
13.956,38.045633,8.263507,42.655888,31.936217
13.957,38.065725,8.263615,42.684809,31.950068
13.958,38.085766,8.263725,42.713651,31.964007
13.959,38.105754,8.263835,42.742414,31.978032
13.96,38.125687,8.263946,42.771095,31.992141
13.961,38.145566,8.264059,42.799696,32.006333
13.962,38.165387,8.264172,42.828214,32.020606
13.963,38.185148,8.264286,42.856651,32.034957
13.964,38.204849,8.264401,42.885005,32.049386
13.965,38.224486,8.264518,42.913277,32.063891
13.966,38.244056,8.264635,42.941467,32.078469
13.967,38.263558,8.264753,42.969574,32.093119
13.968,38.282988,8.264873,42.997597,32.10784
13.969,38.302343,8.264993,43.025536,32.12263
13.97,38.32162,8.265114,43.053389,32.137487
13.971,38.340817,8.265236,43.081156,32.15241
13.972,38.35993,8.26536,43.108833,32.167396
13.973,38.378956,8.265484,43.136419,32.182445
13.974,38.397892,8.265609,43.16391,32.197554
13.975,38.416736,8.265735,43.191305,32.212723
13.976,38.435485,8.265862,43.218598,32.227949
13.977,38.454136,8.26599,43.245787,32.243231
13.978,38.472688,8.266119,43.272866,32.258567
13.979,38.491139,8.266249,43.299833,32.273955
13.98,38.509487,8.26638,43.326681,32.289394
13.981,38.527731,8.266511,43.353407,32.304882
13.982,38.545869,8.266644,43.380006,32.320418
13.983,38.563901,8.266777,43.406473,32.335998
13.984,38.581826,8.266912,43.432804,32.351623
13.985,38.599643,8.267047,43.458995,32.367289
13.986,38.617351,8.267184,43.485042,32.382996
13.987,38.634952,8.267321,43.510941,32.398741
13.988,38.652444,8.267459,43.536689,32.414522
13.989,38.669826,8.267598,43.562284,32.430338
13.99,38.6871,8.267738,43.587724,32.446187
13.991,38.704264,8.267879,43.613005,32.462067
13.992,38.721319,8.26802,43.638128,32.477976
13.993,38.738263,8.268163,43.663091,32.493912
13.994,38.755096,8.268306,43.687893,32.509874
13.995,38.771818,8.268451,43.712534,32.525859
13.996,38.788426,8.268596,43.737014,32.541867
13.997,38.804921,8.268742,43.761333,32.557895
13.998,38.8213,8.268889,43.785492,32.573941
13.999,38.837562,8.269036,43.809491,32.590005
14.0,38.853705,8.269185,43.83333,32.606083
14.001,38.869727,8.269334,43.85701,32.622176
14.002,38.885627,8.269485,43.880531,32.63828
14.003,38.901402,8.269636,43.903892,32.654395
14.004,38.917051,8.269788,43.927095,32.670518
14.005,38.93257,8.269941,43.950137,32.686649
14.006,38.947958,8.270094,43.973018,32.702786
14.007,38.963214,8.270249,43.995737,32.718927
14.008,38.978334,8.270404,44.018291,32.73507
14.009,38.993318,8.27056,44.04068,32.751215
14.01,39.008164,8.270717,44.0629,32.76736
14.011,39.02287,8.270875,44.084949,32.783502
14.012,39.037437,8.271034,44.106825,32.799642
14.013,39.051862,8.271193,44.128523,32.815776
14.014,39.066146,8.271353,44.15004,32.831904
14.015,39.080287,8.271515,44.171374,32.848023
14.016,39.094288,8.271676,44.192521,32.864133
14.017,39.108146,8.271839,44.213478,32.880232
14.018,39.121864,8.272003,44.234242,32.896318
14.019,39.135441,8.272167,44.25481,32.912389
14.02,39.148879,8.272332,44.275179,32.928445
14.021,39.162178,8.272498,44.295348,32.944483
14.022,39.17534,8.272665,44.315315,32.960501
14.023,39.188364,8.272832,44.335079,32.976499
14.024,39.201253,8.273,44.354638,32.992474
14.025,39.214007,8.273169,44.373992,33.008425
14.026,39.226626,8.273339,44.393142,33.024351
14.027,39.239112,8.27351,44.412088,33.040249
14.028,39.251464,8.273681,44.430831,33.056119
14.029,39.263683,8.273854,44.449372,33.071959
14.03,39.275768,8.274027,44.467713,33.087767
14.031,39.28772,8.2742,44.485855,33.103542
14.032,39.299537,8.274375,44.503801,33.119283
14.033,39.311219,8.27455,44.521553,33.134988
14.034,39.322764,8.274726,44.539111,33.150657
14.035,39.334172,8.274903,44.55648,33.166286
14.036,39.345441,8.275081,44.573659,33.181877
14.037,39.35657,8.275259,44.59065,33.197426
14.038,39.367556,8.275438,44.607455,33.212934
14.039,39.378399,8.275618,44.624073,33.228399
14.04,39.389097,8.275798,44.640506,33.243819
14.041,39.399648,8.27598,44.656753,33.259194
14.042,39.410051,8.276162,44.672813,33.274522
14.043,39.420306,8.276345,44.688686,33.289803
14.044,39.43041,8.276528,44.704369,33.305035
14.045,39.440364,8.276713,44.719861,33.320217
14.046,39.450167,8.276898,44.73516,33.335348
14.047,39.459819,8.277083,44.750263,33.350427
14.048,39.469321,8.27727,44.765167,33.365452
14.049,39.478673,8.277457,44.77987,33.380423
14.05,39.487876,8.277645,44.79437,33.395339
14.051,39.496931,8.277833,44.808662,33.410198
14.052,39.505839,8.278022,44.822745,33.424998
14.053,39.514603,8.278212,44.836617,33.43974
14.054,39.523223,8.278403,44.850275,33.454421
14.055,39.531702,8.278594,44.863719,33.469041
14.056,39.540041,8.278786,44.876947,33.483598
14.057,39.548242,8.278979,44.889959,33.498091
14.058,39.556306,8.279172,44.902754,33.512519
14.059,39.564233,8.279366,44.915335,33.52688
14.06,39.572026,8.27956,44.927701,33.541175
14.061,39.579684,8.279756,44.939854,33.555401
14.062,39.587207,8.279951,44.951798,33.569557
14.063,39.594595,8.280148,44.963533,33.583643
14.064,39.601845,8.280345,44.975063,33.597657
14.065,39.608956,8.280542,44.986391,33.611599
14.066,39.615926,8.280741,44.99752,33.625467
14.067,39.622751,8.28094,45.008453,33.639261
14.068,39.629427,8.281139,45.019193,33.65298
14.069,39.63595,8.281339,45.029742,33.666623
14.07,39.642315,8.28154,45.040102,33.680189
14.071,39.648516,8.281741,45.050274,33.693678
14.072,39.654546,8.281942,45.060259,33.707088
14.073,39.660399,8.282145,45.070057,33.72042
14.074,39.666068,8.282347,45.079666,33.733672
14.075,39.671547,8.282551,45.089084,33.746843
14.076,39.676827,8.282755,45.098308,33.759934
14.077,39.681901,8.282959,45.107334,33.772942
14.078,39.686763,8.283164,45.116155,33.785868
14.079,39.691404,8.283369,45.124765,33.79871
14.08,39.695819,8.283575,45.133158,33.811468
14.081,39.7,8.283781,45.141323,33.824141
14.082,39.703941,8.283987,45.149252,33.836727
14.083,39.707636,8.284195,45.156935,33.849226
14.084,39.71108,8.284402,45.164361,33.861636
14.085,39.714269,8.28461,45.171519,33.873955
14.086,39.717197,8.284818,45.178398,33.886184
14.087,39.719862,8.285027,45.184986,33.89832
14.088,39.72226,8.285236,45.191272,33.910362
14.089,39.724389,8.285445,45.197244,33.922307
14.09,39.726245,8.285655,45.202892,33.934156
14.091,39.727828,8.285865,45.208206,33.945904
14.092,39.729137,8.286075,45.213175,33.957552
14.093,39.730169,8.286286,45.217792,33.969097
14.094,39.730924,8.286496,45.222048,33.980536
14.095,39.731402,8.286708,45.225937,33.991869
14.096,39.731601,8.286919,45.229451,34.003092
14.097,39.731521,8.287131,45.232586,34.014205
14.098,39.731162,8.287342,45.235338,34.025204
14.099,39.730522,8.287554,45.237703,34.036089
14.1,39.7296,8.287767,45.239679,34.046856
14.101,39.728394,8.287979,45.241265,34.057504
14.102,39.726904,8.288192,45.242459,34.06803
14.103,39.725128,8.288404,45.243261,34.078433
14.104,39.723062,8.288617,45.243671,34.088711
14.105,39.720705,8.28883,45.24369,34.098861
14.106,39.718054,8.289043,45.243318,34.108882
14.107,39.715106,8.289256,45.242555,34.118772
14.108,39.711858,8.28947,45.241402,34.128529
14.109,39.708307,8.289683,45.239859,34.138151
14.11,39.704451,8.289896,45.237926,34.147636
14.111,39.700286,8.29011,45.235602,34.156983
14.112,39.69581,8.290323,45.232885,34.166189
14.113,39.691021,8.290537,45.229773,34.175253
14.114,39.685917,8.29075,45.226265,34.184173
14.115,39.680498,8.290963,45.222355,34.192947
14.116,39.674765,8.291177,45.218042,34.201573
14.117,39.668717,8.29139,45.213319,34.21005
14.118,39.662357,8.291603,45.208183,34.218376
14.119,39.655689,8.291817,45.202627,34.226549
14.12,39.648717,8.29203,45.196646,34.234566
14.121,39.641447,8.292243,45.190236,34.242427
14.122,39.633887,8.292456,45.183389,34.250128
14.123,39.626044,8.292669,45.176102,34.257669
14.124,39.61793,8.292881,45.16837,34.265047
14.125,39.609556,8.293094,45.160189,34.27226
14.126,39.600936,8.293306,45.151557,34.279306
14.127,39.592084,8.293518,45.142471,34.286183
14.128,39.583016,8.29373,45.132933,34.292889
14.129,39.57375,8.293942,45.122943,34.299422
14.13,39.564304,8.294154,45.112505,34.305781
14.131,39.554697,8.294365,45.101624,34.311963
14.132,39.54495,8.294576,45.090309,34.317967
14.133,39.535083,8.294787,45.078568,34.32379
14.134,39.525118,8.294998,45.066413,34.329433
14.135,39.515078,8.295208,45.053859,34.334892
14.136,39.504983,8.295418,45.040923,34.340167
14.137,39.494857,8.295628,45.027624,34.345256
14.138,39.484719,8.295838,45.013982,34.35016
14.139,39.474592,8.296048,45.000022,34.354877
14.14,39.464497,8.296257,44.985768,34.359406
14.141,39.454451,8.296466,44.971248,34.363748
14.142,39.444474,8.296675,44.956491,34.367903
14.143,39.434584,8.296883,44.941526,34.371871
14.144,39.424795,8.297091,44.926387,34.375652
14.145,39.415123,8.297299,44.911103,34.379248
14.146,39.405581,8.297507,44.895709,34.382659
14.147,39.39618,8.297715,44.880237,34.385888
14.148,39.38693,8.297922,44.86472,34.388936
14.149,39.377838,8.298129,44.84919,34.391804
14.15,39.368912,8.298336,44.833677,34.394496
14.151,39.360157,8.298542,44.818211,34.397013
14.152,39.351576,8.298748,44.802822,34.399359
14.153,39.343171,8.298954,44.787535,34.401537
14.154,39.334942,8.29916,44.772375,34.403548
14.155,39.326889,8.299366,44.757363,34.405398
14.156,39.319011,8.299571,44.742519,34.407089
14.157,39.311304,8.299776,44.727861,34.408626
14.158,39.303766,8.299981,44.713401,34.41001
14.159,39.29639,8.300185,44.699153,34.411248
14.16,39.289174,8.30039,44.685124,34.412341
14.161,39.28211,8.300594,44.671322,34.413295
14.162,39.275194,8.300798,44.65775,34.414113
14.163,39.268419,8.301002,44.64441,34.414798
14.164,39.261779,8.301205,44.631302,34.415355
14.165,39.255267,8.301408,44.618423,34.415787
14.166,39.248877,8.301611,44.605771,34.416098
14.167,39.242603,8.301814,44.59334,34.416292
14.168,39.236438,8.302017,44.581125,34.416371
14.169,39.230376,8.302219,44.569119,34.41634
14.17,39.224412,8.302421,44.557313,34.416201
14.171,39.21854,8.302623,44.545702,34.415958
14.172,39.212754,8.302825,44.534277,34.415613
14.173,39.207049,8.303026,44.523031,34.415171
14.174,39.201421,8.303227,44.511956,34.414632
14.175,39.195864,8.303428,44.501045,34.414001
14.176,39.190375,8.303629,44.490292,34.41328
14.177,39.184948,8.303829,44.47969,34.412471
